RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.10,0:01.60,0,100476,0,0
90,4.17,0.25,0:01.78,1097,140361,44286,41529
80,4.20,0.30,0:01.82,2159,151405,57791,52090
70,4.21,0.39,0:01.86,2573,162043,72999,63776
60,4.23,0.38,0:01.87,3278,167572,74030,71398
50,4.68,0.79,0:02.16,26935,217024,111199,101677
40,5.32,1.97,0:02.80,5368,1007586,500373,486585
30,5.22,3.22,0:03.24,10225,1336419,686171,733049
20,5.11,3.30,0:03.27,417,1376609,706525,767931
10,5.54,3.25,0:03.41,107,1382607,709348,775075
5,6.01,3.64,0:03.96,5429,1389761,717802,783640
