RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,678600,72
90,689948,78
80,693569,74
70,695344,135
60,727775,18424
50,817572,12125
40,958388,11406
30,1170444,24648
20,1287324,1797
10,1366174,4409
5,1335673,21002
