RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.55,0.84,0:06.40,29,678209,922,599
90,5.65,0.82,0:06.47,31,689367,38973,11377
80,5.66,0.87,0:06.53,26,689375,81316,11669
70,5.60,1.05,0:06.66,69,698826,150394,23815
60,5.81,1.42,0:07.24,21845,741067,244612,82961
50,5.80,1.57,0:07.39,12243,831699,342725,162810
40,5.87,1.86,0:07.79,11977,974033,441604,300309
30,6.00,2.28,0:08.42,22522,1140450,560444,497434
20,6.12,2.18,0:08.50,2479,1224784,653481,584386
10,6.25,2.54,0:08.95,4590,1371858,714370,740368
5,6.89,2.79,0:09.81,5233,1444727,770613,811977
