RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,678948,839012.4,45265.01,29,428.073,201.310,,,,44951.92
100,1,782,1480.472,5.786,16,123.152,49.377,,,,
100,2,1079,1927.128,2.025,,,,,,,
100,3,766,1205.294,4.841,,,,,,,
100,4,850,1508.658,5.498,,,,,,,
90,0,689323,843748.7,1014665,30,404.490,151.181,,,,52445.68
90,1,749,1380.529,2.530,,,,,,,
90,2,883,1671.841,3.559,,,,,,,
90,3,719,1235.713,1.865,,,,,,,
90,4,962,1806.102,7.124,,,,,,,
80,0,698719,879162.3,219878.3,349,7087.611,131.342,1,15749.26,0.000,56860.84
80,1,1075,1858.910,2.629,,,,,,,
80,2,603,1060.389,2.349,,,,,,,
80,3,518,861.845,1.674,,,,,,,
80,4,375,657.019,1.596,,,,,,,
70,0,716004,922679.4,1266491,858,17374.57,131.360,7,110728.2,11395920,66726.67
70,1,761,1375.419,2.466,,,,,,,
70,2,1198,1869.575,1.174,,,,,,,
70,3,315,517.940,2.083,,,,,,,
70,4,1041,1956.013,2.283,,,,,,,
60,0,779190,1191625,1057844,15361,160217.7,3984.602,5,155020.6,743267555,108987.7
60,1,583,1252.714,5.426,16,116.749,44.800,,,,
60,2,1083,1904.429,4.604,29,213.566,35.837,,,,
60,3,603,1056.195,3.966,2,40.003,402.400,,,,
60,4,685,1163.562,2.266,,,,,,,
50,0,906859,1302023,12007496,5809,71671.08,950.957,10,218837.1,81483672,189142.3
50,1,627,1143.792,3.550,,,,,,,
50,2,1079,1927.765,2.508,,,,,,,
50,3,663,1004.283,2.607,,,,,,,
50,4,227,372.300,1.355,,,,,,,
40,0,1035909,1551695,56837058,7291,83689.43,2787.523,10,212117.4,106281666,328092.5
40,1,339,733.465,6.884,16,116.281,45.558,,,,
40,2,341,784.008,11.239,31,219.531,27.791,,,,
40,3,624,1030.621,5.468,2,36.664,321.108,,,,
40,4,422,771.197,12.191,,,,,,,
30,0,1169207,1874798,1972606,15814,124831.3,10220.19,10,217484.5,338924983,472021.7
30,1,561,1208.686,6.160,16,117.411,45.790,,,,
30,2,494,1026.913,8.871,34,263.643,35.046,,,,
30,3,357,576.879,3.893,2,37.859,346.029,,,,
30,4,427,762.552,1.838,,,,,,,
20,0,1267073,2010156,14565384,2496,30273.34,295.078,9,169011.3,69956682,593884.3
20,1,485,837.512,1.158,,,,,,,
20,2,504,744.259,1.827,,,,,,,
20,3,474,792.385,1.545,,,,,,,
20,4,307,549.491,3.223,,,,,,,
10,0,1375966,2295906,3311069,1465,15352.04,79.616,12,135093.5,8100209,760848.6
10,1,796,1700.049,5.464,16,116.579,44.847,,,,
10,2,778,1427.294,4.734,32,223.930,25.524,,,,
10,3,670,1107.370,3.668,2,39.353,386.281,,,,
10,4,376,651.391,2.363,,,,,,,
5,0,1445107,2464946,226571.5,3981,39161.97,305.270,10,74420.32,6089993,821489.9
5,1,816,1638.721,3.979,16,113.195,39.494,,,,
5,2,806,1564.491,6.514,31,259.530,39.262,,,,
5,3,281,394.972,0.570,,,,,,,
5,4,94,135.465,2.502,,,,,,,
