RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.79,0.09,0:02.13,0,100521,0,0
90,3.95,0.28,0:02.32,641,151053,55823,43588
80,3.88,0.33,0:02.31,512,159507,68272,51144
70,3.86,0.34,0:02.32,602,164714,70691,62655
60,3.90,0.36,0:02.35,236,168448,70793,68974
50,4.07,0.42,0:02.46,1820,228123,102528,75379
40,4.83,1.97,0:03.66,39252,1088176,556500,359736
30,4.83,2.46,0:03.90,537,1359862,695767,750017
20,4.84,2.64,0:04.01,255,1381484,708195,774043
10,5.03,2.71,0:04.14,99,1382658,709347,777614
5,5.81,2.78,0:04.56,195,1387391,712376,777764
