RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.92,0.14,0:01.60,0,100476,-28374409,0
90,4.13,0.58,0:01.89,98,147149,-28374409,44122
80,4.23,0.47,0:01.94,512,163459,-28425335,53601
70,4.17,0.44,0:01.95,181,165440,-28491859,62453
60,4.16,0.52,0:01.95,121,168482,-28562541,68746
50,4.44,0.47,0:02.03,3759,203198,-28633340,76996
40,5.54,2.56,0:03.12,4963,1069512,-28723693,271156
30,4.98,5.59,0:04.20,1317,1357553,-29255953,736159
20,4.95,5.66,0:04.26,1905,1393042,-29948055,771305
10,4.65,9.38,0:05.82,164493,1495055,-30663054,906302
5,5.67,3.80,0:04.31,10747,1406110,-31416891,787698
