RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.88,0.13,0:04.02,0,104760,0,0
90,3.91,0.37,0:04.29,8133,132886,36773,22332
80,3.84,0.47,0:04.31,6884,165699,74168,54352
70,3.77,0.48,0:04.25,4698,175621,74425,69508
60,3.70,0.45,0:04.16,3346,177070,74595,77842
50,3.72,0.56,0:04.28,5892,198078,87144,81211
40,3.96,1.43,0:05.39,35131,513588,255064,182388
30,4.23,2.35,0:06.58,17535,1288819,667832,709503
20,4.33,2.48,0:06.81,33290,1306061,688601,742082
10,4.76,4.05,0:08.82,39633,2624635,1277412,1323703
5,4.65,4.21,0:08.87,36689,2628276,1282109,1612577
