RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.73,0:06.32,76,678072,804,545
90,5.61,0.78,0:06.40,1524,687874,38306,11549
80,5.70,0.75,0:06.45,1463,687938,82109,11415
70,5.74,0.90,0:06.65,5315,694818,156206,27227
60,5.78,1.43,0:07.22,44457,719410,244216,87428
50,5.85,1.96,0:07.85,78306,765183,344371,169573
40,6.00,2.47,0:08.54,125709,847745,434413,301949
30,5.87,3.72,0:09.75,207876,955479,561556,495313
20,6.01,3.79,0:10.10,198065,1035316,653730,607365
10,6.12,4.38,0:10.85,241333,1130606,710027,762539
5,7.04,4.49,0:11.93,250189,1209793,777075,859579
