RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,1048717,1108233,860351.4,19612,150335.5,1118.734,,,,71274.10,524312,21501.59,698.098,1048717,171928.4,44441.65
100,1,1671,2290.672,2.582,9,63.560,3.832,,,,,9,0.308,0.000,1671,58.701,0.000
100,2,1314,2126.156,6.452,,,,,,,,,,,1314,48.966,0.001
100,3,1190,1541.108,1.985,,,,,,,,,,,1190,41.126,0.000
100,4,1014,1450.539,39.925,,,,,,,,,,,1014,37.190,0.000
90,0,1048845,1318317,14678555,643,3996.921,2.531,33,187802.5,2757048,410473.0,524313,18058.71,429.474,1048845,508090.3,12818583
90,1,2239,3097.067,14.928,,,,,,,,,,,2239,77.979,0.001
90,2,1667,4193.811,14.610,,,,,,,,,,,1667,86.811,0.019
90,3,1488,1935.373,1.552,,,,,,,,,,,1488,53.268,0.000
90,4,1713,2329.053,2.500,,,,,,,,,,,1713,61.006,0.000
80,0,1048918,1348954,2724506,14,106.581,15.737,28,140660.7,1153820,427299.7,524319,18182.45,945.358,1048918,525551.7,2456680
80,1,1738,2379.975,2.249,16,104.909,3.282,,,,,16,0.553,0.000,1738,61.009,0.000
80,2,1239,2893.974,17.832,,,,,,,,,,,1239,64.893,0.035
80,3,1096,1455.790,2.200,,,,,,,,,,,1096,39.711,0.000
80,4,930,1293.005,4.696,,,,,,,,,,,930,33.907,0.000
70,0,1048872,1342862,5991383,22,173.119,20.638,25,120005.1,394484.7,418143.4,524327,17842.30,671.779,1048872,516518.8,5164711
70,1,1550,2183.494,2.842,,,,,,,,,,,1550,56.976,0.000
70,2,1069,2614.941,8.660,,,,,,,,,,,1069,56.626,0.032
70,3,606,937.651,3.387,16,107.263,3.273,,,,,16,0.540,0.000,606,22.399,0.000
70,4,165,208.467,2.178,,,,,,,,,,,165,6.458,0.000
60,0,1048954,1363583,5400595,14,95.356,1.060,13,57379.42,440971.4,421966.0,524326,17900.72,3248.623,1048954,521308.5,4676334
60,1,2049,2923.098,3.209,,,,,,,,,,,2049,81.656,0.000
60,2,1108,2124.004,6.353,,,,,,,,,,,1108,85.098,0.460
60,3,356,603.984,6.435,8,80.208,40.789,,,,,8,0.336,0.000,356,15.427,0.000
60,4,275,408.338,2.070,,,,,,,,,,,275,11.737,0.000
50,0,1048787,1307047,1521287,17,122.057,5.156,21,140323.7,3693013,397206.2,524329,17236.23,6629.775,1048787,496701.6,1243704
50,1,1790,2608.411,2.126,,,,,,,,,,,1790,63.172,0.000
50,2,1325,3148.730,14.056,,,,,,,,,,,1325,58.894,0.011
50,3,2051,2865.309,2.437,,,,,,,,,,,2051,93.448,0.130
50,4,1598,2191.943,2.386,9,63.562,3.205,,,,,9,0.341,0.000,1598,57.359,0.000
40,0,1049093,1322662,4492693,14,107.110,17.908,16,92012.36,477299.6,400136.6,524332,16848.38,236.138,1049093,497271.4,3562043
40,1,196,224.925,0.425,,,,,,,,,,,196,6.900,0.000
40,2,1774,3658.472,5.840,,,,,,,,,,,1774,79.350,0.012
40,3,2111,2938.147,42.928,,,,,,,,,,,2111,80.612,0.008
40,4,2382,3245.339,11.061,,,,,,,,,,,2382,84.652,0.000
30,0,1048849,1331005,17442256,16,125.834,17.109,8,38841.75,991369.1,404332.5,524335,16641.03,674.294,1048849,501692.8,14439826
30,1,1576,2228.195,1.419,,,,,,,,,,,1576,55.450,0.000
30,2,1731,3563.513,9.146,,,,,,,,,,,1731,78.442,0.012
30,3,2766,3776.925,4.482,16,106.127,3.342,,,,,16,0.544,0.000,2766,99.165,0.000
30,4,1661,2078.883,1.843,,,,,,,,,,,1661,92.229,0.623
20,0,1048738,1342497,1319185,14,93.642,1.072,3,13741.13,2272394,396536.8,524334,16692.71,2485.792,1048738,493969.8,1030828
20,1,649,957.118,3.561,,,,,,,,,,,649,27.438,0.000
20,2,3395,6581.599,118.050,29,193.233,5.506,,,,,29,0.924,0.000,3395,246.946,1.879
20,3,1166,1797.084,2.011,,,,,,,,,,,1166,44.464,0.000
20,4,1826,2594.940,2.235,,,,,,,,,,,1826,67.387,0.000
10,0,1048794,1349269,5016460,14,108.298,21.035,,,,399573.9,524336,16932.09,357.207,1048794,497013.0,3780400
10,1,131,162.971,2.230,,,,,,,,,,,131,4.331,0.000
10,2,2015,4516.733,7.756,,,,,,,,,,,2015,96.749,0.014
10,3,1939,2613.834,1.768,,,,,,,,,,,1939,85.725,0.137
10,4,2144,2883.082,37.078,,,,,,,,,,,2144,77.999,0.003
5,0,1048745,1338623,3605701,14,93.750,1.076,,,,398238.9,524340,16886.82,621.507,1048745,496129.7,2818298
5,1,1708,2303.911,2.077,,,,,,,,,,,1708,62.803,0.000
5,2,786,1737.061,8.859,8,54.166,1.966,,,,,8,0.259,0.000,786,35.494,0.011
5,3,918,1248.431,1.573,,,,,,,,,,,918,50.383,0.272
5,4,772,963.902,0.480,,,,,,,,,,,772,28.118,0.000
