RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.29,0.66,0:02.96,522,615979,97705,3376
90,2.18,4.14,0:06.36,142206,906587,565249,542021
80,2.13,4.85,0:07.00,197847,850948,565612,563018
70,2.14,4.09,0:06.26,140699,908099,565613,563029
60,2.20,3.95,0:06.17,137045,911755,565613,563030
50,2.05,4.37,0:06.44,141716,907089,565619,563054
40,2.28,5.78,0:08.07,300284,748524,565614,563039
30,2.32,3.88,0:06.23,159608,889205,565619,563039
20,2.27,3.70,0:06.00,141801,907014,565621,563054
10,2.25,3.82,0:06.09,166125,882689,565618,563054
5,2.34,3.36,0:05.72,137520,911295,565618,563062
