RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,8.17,0.19,0:01.80,22,101132,0,75
90,8.26,1.00,0:01.99,29950,134174,0,42941
80,8.41,0.85,0:02.04,41982,129561,0,50026
70,8.03,1.02,0:02.05,53571,131998,0,62984
60,8.32,1.29,0:02.14,65680,151623,0,74140
50,8.47,1.63,0:02.33,75858,211607,0,84655
40,9.86,5.40,0:03.14,271985,626037,0,368502
30,10.15,7.28,0:03.61,382351,732679,0,572442
20,9.42,7.85,0:03.61,371393,808602,0,621008
10,9.50,11.03,0:04.46,591207,1077045,0,789357
5,11.34,15.57,0:06.06,1058466,1401851,0,984347
