RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.18,1.16,0:03.34,12831,773738,302057,17928
90,2.31,1.26,0:03.58,7,786558,396621,283178
80,2.34,1.28,0:03.63,7,786559,445670,283879
70,2.43,1.25,0:03.69,12,786567,496613,284598
60,2.44,1.73,0:04.18,321,994946,564390,492839
50,2.55,1.71,0:04.26,265,1048466,565353,549073
40,2.53,1.76,0:04.29,17,1048714,565597,563040
30,2.53,1.73,0:04.27,18,1048709,565591,563033
20,2.63,1.66,0:04.30,18,1048708,565590,563029
10,2.82,1.48,0:04.31,18,1048709,565591,563017
5,2.68,1.62,0:04.31,15,1048712,565592,563022
