RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,786494,772486.2,456613.0,12831,93847.45,348.007,,,,53819.14,262157,10161.81,270.889,786494,124997.4,28619.64
100,1,1149,1715.052,2.075,,,,,,,,,,,1149,42.059,0.000
100,2,1208,2202.897,5.148,27,168.022,0.532,,,,,27,0.876,0.000,1208,48.255,0.004
100,3,1429,1828.648,2.059,,,,,,,,,,,1429,49.995,0.000
100,4,1095,1481.944,1.837,,,,,,,,,,,1095,40.426,0.000
90,0,786565,883890.5,3981061,7,60.274,1.430,17,85486.30,3693159,222646.4,262154,9133.783,1093.038,786565,292372.9,3761099
90,1,1783,2445.492,2.630,,,,,,,,,,,1783,76.962,0.129
90,2,1246,2167.773,7.334,,,,,,,,,,,1246,51.000,0.010
90,3,899,1209.828,2.488,,,,,,,,,,,899,47.517,0.266
90,4,1567,2043.615,1.706,,,,,,,,,,,1567,53.843,0.000
80,0,786657,910636.4,9236275,7,51.069,1.975,14,68466.86,3233887,233102.5,262155,9763.293,1260.051,786657,303958.9,8683595
80,1,1178,1666.929,2.369,,,,,,,,,,,1178,50.899,0.000
80,2,2082,4005.397,1697.169,,,,,,,,,,,2082,159.588,45.096
80,3,1587,2222.100,1.549,,,,,,,,,,,1587,61.687,0.000
80,4,1346,1784.543,1.534,,,,,,,,,,,1346,47.620,0.000
70,0,786580,935992.6,88332468,12,92.110,1.723,8,46044.77,189455.7,239141.9,262163,9687.943,768.021,786580,311020.0,81270190
70,1,1422,2045.176,3.066,,,,,,,,,,,1422,52.651,0.000
70,2,1459,3185.736,9.270,,,,,,,,,,,1459,79.110,0.042
70,3,1311,1649.405,1.535,,,,,,,,,,,1311,47.748,0.000
70,4,1161,1587.144,2.435,,,,,,,,,,,1161,41.461,0.000
60,0,995377,1232430,812286.3,321,3199.781,25.351,21,118070.7,4015110,363772.8,470852,15540.06,584.778,995377,454950.5,472130.8
60,1,1494,2022.567,1.439,,,,,,,,,,,1494,54.035,0.000
60,2,1361,2817.265,6.548,16,106.055,3.421,,,,,16,0.510,0.000,1361,67.393,0.017
60,3,1300,1886.661,2.794,,,,,,,,,,,1300,63.869,0.173
60,4,867,1201.143,3.242,,,,,,,,,,,867,32.268,0.000
50,0,1048917,1287464,3500098,265,1874.567,9.880,22,133314.2,2697405,389860.2,524315,16955.14,1173.195,1048917,485655.3,2742146
50,1,1670,2252.275,5.512,,,,,,,,,,,1670,81.226,0.168
50,2,3182,6654.779,96.685,,,,,,,,,,,3182,211.035,2.096
50,3,2030,2976.743,2.674,,,,,,,,,,,2030,76.556,0.000
50,4,1835,2787.173,27.912,8,69.900,33.493,,,,,8,0.300,0.000,1835,66.332,0.000
40,0,1048732,1319088,1300746,17,138.507,21.096,13,70033.70,1475445,400350.9,524315,16991.38,1469.609,1048732,496904.8,1040709
40,1,573,860.693,3.309,16,102.394,2.614,,,,,16,0.521,0.000,573,22.410,0.000
40,2,3952,7378.256,82.066,,,,,,,,,,,3952,279.457,2.501
40,3,2105,3045.839,46.733,,,,,,,,,,,2105,81.174,0.008
40,4,1797,2588.500,2.769,,,,,,,,,,,1797,66.100,0.000
30,0,1048652,1318284,1510924,18,145.835,14.752,5,26892.40,597723.3,403492.1,524311,17036.14,12572.33,1048652,500482.1,1245825
30,1,1272,1925.202,3.294,32,213.158,9.169,,,,,32,1.029,0.000,1272,47.492,0.000
30,2,929,1721.346,4.714,,,,,,,,,,,929,40.961,0.009
30,3,594,840.088,3.071,,,,,,,,,,,594,24.805,0.000
30,4,3870,4688.383,48.340,,,,,,,,,,,3870,189.732,0.999
20,0,1048771,1321208,1015382,18,134.848,12.133,3,18037.13,1795986,393078.6,524311,16813.94,12665.38,1048771,488953.5,741536.9
20,1,1522,2377.918,3.091,16,101.766,1.889,,,,,16,0.503,0.000,1522,54.311,0.000
20,2,1257,3129.455,12.815,8,56.292,3.672,,,,,8,0.290,0.000,1257,66.500,0.039
20,3,2088,2789.931,120.849,,,,,,,,,,,2088,76.422,0.013
20,4,1929,2632.804,2.133,,,,,,,,,,,1929,71.307,0.000
10,0,1048652,1324849,1081879,18,135.931,12.216,,,,389246.1,524312,16221.11,561.886,1048652,485583.7,766943.4
10,1,823,916.441,1.713,,,,,,,,,,,823,30.502,0.000
10,2,86,146.632,2.052,,,,,,,,,,,86,3.128,0.000
10,3,1964,3142.775,2.886,,,,,,,,,,,1964,69.430,0.000
10,4,1770,2335.440,1.802,,,,,,,,,,,1770,62.038,0.000
5,0,1048835,1319805,3988651,15,115.338,14.949,,,,393172.7,524312,16228.07,678.586,1048835,490641.9,2962273
5,1,1152,1448.744,0.813,,,,,,,,,,,1152,41.014,0.000
5,2,660,1179.568,3.029,,,,,,,,,,,660,33.573,0.013
5,3,1219,1508.799,1.967,,,,,,,,,,,1219,47.790,0.000
5,4,610,1070.633,4.397,32,218.570,5.436,,,,,32,1.178,0.000,610,24.400,0.000
