RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100779,0
90,171443,152
80,188182,540
70,191505,248
60,195241,201
50,238998,4656
40,1153643,12247
30,1557420,2714
20,1585460,1567
10,2025443,191019
5,1876374,11000
