RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101351,0
90,152300,121
80,164361,107
70,169592,253
60,185636,520
50,242454,1181
40,1003302,3659
30,1084063,191
20,1101996,225
10,1115117,2887
5,1273175,27276
