RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100885,0
90,120606,943
80,132091,4313
70,132755,4742
60,140312,7536
50,187466,28463
40,589179,18573
30,780318,5163
20,779183,85
10,783421,2938
5,896977,67002
