RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,100792,96606.38,14887.91,,,,,,,18036.77,,,,100792,26221.17,12656.05,12339.37,,49.839
100,1,626,866.638,3.130,,,,,,,,,,,626,21.829,0.000,,,
100,2,345,652.304,5.007,,,,,,,,,,,345,21.710,0.002,,,
100,3,3252,4108.754,40.141,,,,,,,,,,,3252,177.412,1.159,,,
100,4,1216,1706.204,2.666,,,,,,,,,,,1216,43.812,0.000,,,
90,0,114628,206749.9,851679.1,896,11082.00,418.965,1,14299.72,0.000,70534.12,19637,31997.03,5236.641,114628,80418.75,702860.6,63810.36,15630.38,123.580
90,1,1073,1498.258,3.722,,,,,,,,,,,1073,39.019,0.000,,,
90,2,328,609.326,0.644,,,,,,,,,,,328,23.194,0.001,,,
90,3,738,1040.542,2.618,,,,,,,,,,,738,29.120,0.000,,,
90,4,2327,2867.733,25.673,,,,,,,,,,,2327,90.689,0.003,,,
80,0,125455,267671.4,691112.0,4253,44660.33,3529.321,2,27842.06,233434.4,82276.87,26568,36319.74,28539.13,125455,93291.04,519296.7,74637.83,20250.32,133.459
80,1,1319,1794.545,3.017,,,,,,,,,,,1319,48.065,0.000,,,
80,2,562,916.633,2.397,,,,,,,,,,,562,28.608,0.001,,,
80,3,1220,1897.034,5.834,16,150.823,19.980,,,,,16,0.606,0.000,1220,42.003,0.000,,7.568,
80,4,951,1387.280,3.288,,,,,,,,,,,951,34.435,0.000,,,
70,0,125956,282368.9,480563.5,4685,41991.86,4416.973,3,48783.85,322636.8,96734.02,27366,37438.40,29175.55,125956,107786.6,387716.6,89311.69,24842.78,94.282
70,1,1151,1809.852,3.175,33,218.264,0.398,,,,,33,1.041,0.000,1151,59.165,0.204,,9.830,
70,2,396,680.553,2.394,,,,,,,,,,,396,23.703,0.001,,,
70,3,436,679.580,8.557,,,,,,,,,,,436,31.465,0.530,,,
70,4,1876,2519.328,2.357,,,,,,,,,,,1876,64.565,0.000,,,
60,0,133187,315119.3,4427797,7480,61273.76,19622.23,4,66155.71,14348865,104203.7,31470,36916.35,24768.79,133187,115846.2,3515835,95876.36,28319.68,104.149
60,1,1455,2131.403,2.851,32,232.008,6.881,,,,,32,1.093,0.000,1455,51.734,0.000,,12.411,
60,2,413,723.227,4.400,,,,,,,,,,,413,24.642,0.001,,,
60,3,2820,3819.440,4.386,,,,,,,,,,,2820,106.679,0.000,,,
60,4,1416,1899.659,1.323,,,,,,,,,,,1416,50.106,0.000,,,
50,0,180654,550029.6,1355386,28408,255838.3,13246.17,4,54121.79,19067773,116410.0,54813,34595.19,40315.26,180654,132601.4,943977.3,105374.9,39023.19,123.561
50,1,1305,1988.238,3.386,31,225.969,6.301,,,,,31,1.049,0.000,1305,75.877,0.325,,11.531,
50,2,504,802.342,0.691,,,,,,,,,,,504,31.253,0.001,,,
50,3,1535,1908.445,2.794,,,,,,,,,,,1535,60.018,0.000,,,
50,4,3874,4873.798,51.049,,,,,,,,,,,3874,160.487,0.004,,,
40,0,575487,1448604,664933.3,18516,249973.9,32622.71,3,47805.57,5752086,720300.7,75726,85662.97,413378.5,575487,777455.9,3310925,682813.6,184487.2,1006.224
40,1,2221,3325.592,17.564,,,,,,,,,,,2221,78.698,0.001,,,
40,2,681,1007.783,1.204,,,,,,,,,,,681,36.035,0.001,,,
40,3,3465,4700.400,5.540,,,,,,,,,,,3465,132.285,0.001,,,
40,4,2212,2834.276,12.093,,,,,,,,,,,2212,78.327,0.001,,,
30,0,749710,1883475,5359457,5116,162197.6,66531.90,4,56461.97,876041.3,1019078,122886,180470.0,164098.0,749710,1093499,1614303,968884.2,261192.8,519.267
30,1,142,197.568,0.494,,,,,,,,,,,142,5.965,0.000,,,
30,2,1023,1723.386,2.452,,,,,,,,,,,1023,52.997,0.000,,,
30,3,3977,6370.462,13.093,,,,,,,,,,,3977,194.147,0.349,,,
30,4,2372,3320.640,10.304,,,,,,,,,,,2372,85.246,0.000,,,
20,0,749772,1742925,6429661,34,2165.133,7840.194,3,56678.03,6300065,1027105,121137,187130.7,258690.5,749772,1103424,3631716,976495.5,260505.8,581.375
20,1,2498,3983.846,66.661,,,,,,,,,,,2498,88.128,0.000,,,
20,2,1474,2247.918,2.331,,,,,,,,,,,1474,63.657,0.000,,,
20,3,3250,4884.863,9.970,,,,,,,,,,,3250,143.293,0.001,,,
20,4,1967,2685.279,2.337,,,,,,,,,,,1967,70.575,0.000,,,
10,0,754272,1746838,9275882,2885,41679.29,1042.541,6,55509.17,4775989,1019014,121254,160925.9,757386.7,754272,1094071,4397007,967265.8,260781.8,508.431
10,1,2602,3544.501,4.998,8,64.530,5.602,,,,,9,0.342,0.000,2602,97.745,0.000,,5.248,
10,2,304,753.423,5.937,,,,,,,,,,,304,26.513,0.002,,,
10,3,2161,3398.892,31.533,,,,,,,,,,,2161,99.161,0.004,,,
10,4,591,801.015,1.186,,,,,,,,,,,591,22.172,0.000,,,
5,0,874406,2953422,5022623,66985,756402.2,275915.4,25,61009.40,364706.9,1491844,165974,119597.3,159752.0,874406,1576689,4419687,1433818,399642.0,782.912
5,1,779,750.338,0.432,,,,,,,,,,,779,28.057,0.000,,,
5,2,354,752.659,1.086,,,,,,,,,,,354,31.525,0.002,,,
5,3,6519,8953.182,96.473,,,,,,,,,,,6519,467.623,4.236,,,
5,4,2633,3774.017,5.695,,,,,,,,,,,2633,105.926,0.238,,,
