RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.09,3.51,0:05.71,118166,930620,564462,496261
90,2.17,4.21,0:06.45,267633,781156,564561,501779
80,2.13,3.59,0:05.84,137750,911043,565609,563088
70,2.20,4.21,0:06.44,267194,781602,565617,563169
60,2.22,4.60,0:06.84,369642,679156,565613,563157
50,2.32,3.37,0:05.74,157703,891100,565619,563178
40,2.37,3.15,0:05.58,139976,908830,565620,563138
30,2.39,3.04,0:05.47,136796,912013,565619,563166
20,2.47,2.92,0:05.41,132080,916732,565620,563142
10,2.43,2.89,0:05.35,135025,913790,565620,563148
5,2.61,2.71,0:05.37,138028,910788,565621,563149
