RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,678312,521374.8,72663.60,52,383.245,3.776,,,,43658.25,808,24.617,0.000
100,1,2559,3130.522,5.973,,,,,,,,,,
100,2,522,1009.512,12.927,,,,,,,,,,
100,3,1681,2090.529,2.468,,,,,,,,,,
100,4,1393,1780.662,9.381,,,,,,,,,,
90,0,689481,545539.5,127060.9,40,361.189,24.431,,,,52043.47,13360,4123.403,57.948
90,1,2715,3443.002,8.140,,,,,,,,,,
90,2,588,985.772,2.814,,,,,,,,,,
90,3,2062,2591.340,1.940,,,,,,,,,,
90,4,2796,3346.408,3.579,,,,,,,,,,
80,0,689586,554822.8,254421.0,26,212.216,5.138,,,,52652.67,13176,3540.513,63.298
80,1,1760,2340.977,2.777,16,111.919,3.027,,,,,16,0.608,0.000
80,2,620,1084.898,2.670,8,60.050,1.961,,,,,8,0.333,0.000
80,3,1783,2419.570,3.898,,,,,,,,,,
80,4,853,1131.465,3.725,,,,,,,,,,
70,0,700555,591910.9,297980.8,73,1996.889,922.447,5,79973.75,4409367,61903.24,25487,11697.81,9626.371
70,1,2218,2637.179,23.449,,,,,,,,,,
70,2,414,841.705,2.909,16,123.364,9.033,,,,,16,0.685,0.000
70,3,2136,2546.860,25.639,,,,,,,,,,
70,4,1303,1771.832,4.594,,,,,,,,,,
60,0,764608,953165.7,2556860,22186,271849.6,17834.83,5,87680.22,4760414,94952.32,88503,8007.470,2047.931
60,1,2696,3561.986,8.817,,,,,,,,,,
60,2,649,1190.859,5.093,,,,,,,,,,
60,3,3219,4433.001,21.197,,,,,,,,,,
60,4,2569,3067.111,6.240,,,,,,,,,,
50,0,845739,1042037,3264700,11443,172061.9,11129.55,7,108752.9,18937333,170684.2,171440,24043.24,98274.10
50,1,2485,3126.433,6.373,,,,,,,,,,
50,2,523,952.112,2.792,,,,,,,,,,
50,3,2902,3969.622,4.217,8,69.478,22.119,,,,,8,0.358,0.000
50,4,1839,2327.747,3.231,,,,,,,,,,
40,0,984859,1302049,15797841,12065,157143.2,4598.917,7,126975.1,37300735,268709.7,320358,63777.70,660030.3
40,1,3420,4243.319,6.883,,,,,,,,,,
40,2,361,801.337,4.237,,,,,,,,,,
40,3,4183,5595.964,94.798,,,,,,,,,,
40,4,2360,3021.316,11.858,,,,,,,,,,
30,0,1163234,1832799,4248343,21666,266732.5,58076.52,6,90146.02,66126022,397266.0,506577,170165.3,1213707
30,1,3212,4038.141,16.030,,,,,,,,,,
30,2,840,1396.347,1.965,,,,,,,,,,
30,3,2929,4007.647,4.386,,,,,,,,,,
30,4,1583,2272.484,25.798,,,,,,,,,,
20,0,1226536,1891527,4537187,2517,40354.75,974.171,6,59913.16,20592581,479115.2,592873,275112.7,2717865
20,1,3296,4484.050,9.111,,,,,,,,,,
20,2,1042,1599.507,2.469,,,,,,,,,,
20,3,5067,7128.426,11.295,,,,,,,,,,
20,4,3736,4617.062,19.774,,,,,,,,,,
10,0,1376101,2161613,3221986,4614,73004.75,1178.932,2,26061.16,164456159,582609.4,754067,263569.2,2398349
10,1,3694,5259.074,35.302,,,,,,,,,,
10,2,1319,1973.353,2.531,,,,,,,,,,
10,3,5766,8240.394,21.032,,,,,,,,,,
10,4,3893,5115.602,17.777,30,251.332,21.781,,,,,30,1.264,0.000
5,0,1451115,2287420,11043769,4910,89100.92,3655.704,2,22355.12,443204.5,632633.0,821099,247242.0,10644468
5,1,2407,3006.616,7.833,,,,,,,,,,
5,2,535,1142.113,3.136,,,,,,,,,,
5,3,2716,3900.219,5.660,34,238.896,3.460,,,,,34,1.239,0.000
5,4,590,736.142,2.087,,,,,,,,,,
