RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.55,0.84,0:06.40,29,678199,899,618
90,5.57,0.92,0:06.50,32,689366,38675,11352
80,5.64,0.87,0:06.53,26,689375,80980,11354
70,5.71,0.97,0:06.70,73,700444,157897,24609
60,5.81,1.38,0:07.20,22186,742365,244820,83519
50,5.76,1.63,0:07.42,11443,834168,345186,163759
40,5.95,1.81,0:07.81,12065,972714,442888,302637
30,6.13,2.13,0:08.39,21666,1141381,560532,497405
20,6.15,2.17,0:08.51,2517,1224094,652236,584047
10,6.17,2.63,0:08.95,4614,1371417,713747,740494
5,7.02,2.69,0:09.84,4910,1446098,773158,809094
