RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.98,0.22,0:02.73,0,101049,0,0
90,7.24,0.55,0:02.95,75,153702,0,41378
80,7.64,0.49,0:03.09,93,162640,0,48611
70,7.49,0.49,0:03.08,149,166663,0,58501
60,7.98,0.61,0:03.24,561,196562,0,65814
50,7.71,0.77,0:03.21,756,283147,0,79091
40,8.68,2.45,0:04.11,3645,999077,0,422039
30,8.90,2.58,0:04.25,131,1083298,0,560011
20,9.01,2.65,0:04.33,161,1102098,0,579523
10,9.02,2.81,0:04.39,1849,1105571,0,587322
5,10.96,3.48,0:05.30,14936,1167847,0,600564
