RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.50,0.11,0:03.61,0,100590,0,0
90,3.50,0.36,0:03.87,3304,145317,51729,45108
80,3.54,0.40,0:03.95,2464,157190,66304,53491
70,3.53,0.45,0:04.00,2195,164310,70642,62660
60,3.58,0.38,0:03.97,991,167441,70747,69006
50,3.66,0.48,0:04.15,4784,208067,93314,78066
40,4.00,2.10,0:06.13,26405,1222282,615495,304936
30,4.07,2.06,0:06.18,538,1381938,708983,770464
20,4.05,2.06,0:06.17,31,1382450,709082,776090
10,4.12,2.90,0:07.06,41802,1433914,742588,820693
5,4.07,3.65,0:07.77,43932,1863422,821833,1192110
