RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.24,0.81,0:03.09,763,692382,179090,5793
90,2.29,1.66,0:04.14,32831,753735,384708,283001
80,2.30,1.65,0:04.14,32837,753729,442789,283821
70,2.38,1.59,0:04.14,32838,753736,490809,284509
60,2.38,2.73,0:05.23,67738,928241,564477,498012
50,2.26,3.20,0:05.59,79672,969055,565392,551667
40,2.41,2.67,0:05.20,78749,969980,565588,563017
30,2.44,2.64,0:05.20,84207,964520,565586,563022
20,2.51,2.38,0:05.00,86683,962044,565585,563011
10,2.51,2.36,0:04.99,91105,957622,565586,563008
5,2.49,2.44,0:05.05,97248,951479,565581,563015
