RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.08,0:02.11,0,100521,0,0
90,3.96,0.26,0:02.34,933,140757,44529,41725
80,3.96,0.30,0:02.38,2302,151871,58120,53017
70,4.02,0.35,0:02.44,3638,162863,73786,64946
60,4.04,0.39,0:02.48,5416,171738,77302,74354
50,4.42,0.70,0:02.81,33371,215916,114028,108685
40,4.79,1.92,0:03.64,4133,1112004,551994,529232
30,4.88,2.45,0:03.99,5456,1349499,692588,744088
20,4.79,2.60,0:04.04,411,1380263,707077,772853
10,5.02,2.61,0:04.17,105,1382650,709349,776574
5,5.68,2.86,0:04.62,4825,1386544,715400,781921
