RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.53,0.88,0:06.41,228,678588,1518,624
90,5.58,0.88,0:06.47,30,689368,55493,13471
80,5.69,0.95,0:06.65,480,691889,146043,15551
70,5.76,1.16,0:06.93,2432,711391,201249,29019
60,5.78,1.70,0:07.49,17385,762706,307986,75906
50,5.81,2.01,0:07.83,10144,878494,366289,139586
40,5.87,2.56,0:08.44,12902,1012406,495002,301164
30,5.86,3.02,0:08.90,18365,1152097,560906,458392
20,5.91,3.03,0:08.99,4642,1255159,669941,577484
10,6.17,3.08,0:09.33,2964,1369780,710938,726993
5,6.95,3.12,0:10.15,5109,1438835,770279,797036
