RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.79,0.09,0:02.12,0,100521,0,0
90,4.01,0.83,0:02.63,36219,111993,56370,45652
80,3.89,1.12,0:02.74,46831,113447,71025,53283
70,4.03,1.25,0:02.92,58900,124804,80034,64782
60,4.04,1.25,0:02.90,63331,108825,72963,69180
50,4.15,1.48,0:03.08,70841,164104,105185,82729
40,5.20,4.22,0:05.08,150702,1034600,598863,357039
30,5.32,6.11,0:06.36,233822,1067583,666808,735703
20,4.95,6.35,0:06.44,248682,1131985,708054,790365
10,4.77,6.77,0:06.59,266578,1115982,709628,799437
5,5.18,6.84,0:06.83,269348,1136177,723547,806164
