RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,531512,351
90,1051648,95663
80,1052732,127852
70,1052400,128735
60,1052427,138866
50,1052149,127761
40,1051921,128520
30,1052109,127753
20,1052233,127399
