RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.36,5.69,0:08.52,126273,922513,1129531,1028145
90,2.29,5.80,0:08.52,130300,918488,1129735,1039816
80,2.30,5.99,0:08.69,138821,909971,1131215,1125890
70,2.37,5.88,0:08.63,136709,912087,1131214,1125981
60,2.40,5.72,0:08.46,135173,913626,1131209,1125920
50,2.42,5.78,0:08.51,137254,911548,1131237,1126152
40,2.40,5.68,0:08.38,137367,911438,1131226,1126165
30,2.53,5.51,0:08.30,136028,912780,1131235,1126241
20,2.53,5.46,0:08.21,136927,911884,1131235,1126382
10,2.64,5.32,0:08.16,137269,911545,1131228,1126446
5,2.59,5.38,0:08.15,137329,911487,1131230,1126493
