RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.07,0.19,0:02.76,0,101049,0,0
90,7.39,0.71,0:03.07,40564,117952,0,41429
80,7.44,0.78,0:03.14,48221,116591,0,49297
70,7.51,0.82,0:03.20,58559,136010,0,60218
60,7.62,0.88,0:03.28,64181,137147,0,66790
50,7.71,1.02,0:03.36,69567,194497,0,73627
40,8.80,3.95,0:04.78,208084,777154,0,426154
30,9.20,4.51,0:05.15,261781,824555,0,573448
20,8.79,4.67,0:05.11,268546,842771,0,597787
10,8.84,5.74,0:05.55,328649,989020,0,708618
5,10.38,4.50,0:05.65,338525,951590,0,690236
