RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101302,0
90,158840,40594
80,165153,48241
70,194932,58571
60,201792,64218
50,264596,69605
40,1011757,208105
30,1120052,261795
20,1147971,268564
10,1418927,328657
5,1387592,338539
