RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.56,1.12,0:08.71,100,678174,4296,2941
90,7.59,1.36,0:09.01,2016,687382,193103,66225
80,7.65,1.72,0:09.42,1927,688802,383375,69218
70,7.60,2.46,0:10.11,5046,694304,693922,131052
60,7.75,3.22,0:11.02,18320,695143,1014081,191421
50,7.80,5.92,0:13.96,68224,771428,1703240,879714
40,7.97,6.81,0:15.09,75980,899404,2180496,1601097
30,8.50,8.45,0:17.86,131844,1017149,2859172,2571914
20,8.76,9.83,0:20.05,150844,1080972,3381962,3224538
10,9.42,10.82,0:21.96,183865,1185777,3649061,4038266
5,9.81,11.61,0:22.98,216062,1345136,3808476,3766336
