RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.88,0.13,0:04.02,0,100590,0,0
90,3.96,0.27,0:04.28,821,113075,89502,85998
80,3.96,0.40,0:04.41,4343,119494,121423,110734
70,3.99,0.47,0:04.51,4304,119078,148768,132873
60,4.07,0.49,0:04.61,7048,124042,160119,154025
50,4.09,0.92,0:05.08,31175,164778,224958,213903
40,4.62,2.00,0:06.76,18019,588095,1083746,1157662
30,4.51,2.44,0:07.25,3778,765384,1415189,1527202
20,4.62,2.21,0:07.15,33,769091,1418706,1552726
10,5.04,1.96,0:07.28,1822,768769,1425741,1556750
5,4.59,4.79,0:09.71,69813,881530,1630386,2404638
