RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.74,0.12,0:02.11,0,100521,0,0
90,3.95,0.65,0:02.51,41319,107446,60248,45660
80,3.94,0.68,0:02.54,47532,111817,69871,52804
70,3.96,0.83,0:02.66,57981,125929,80180,65132
60,3.95,0.82,0:02.65,63124,109186,73050,69278
50,4.15,0.97,0:02.82,71370,185866,116946,88829
40,5.03,3.21,0:04.46,154881,1031534,599848,370159
30,5.06,4.88,0:05.56,241926,1101386,687306,756803
20,4.69,4.99,0:05.51,257269,1123753,708276,794839
10,4.74,5.05,0:05.65,254024,1128555,709635,798213
5,5.36,5.18,0:06.07,277470,1134432,727581,803781
