RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1446227,0
90,1452171,3270
80,1459372,3254
70,1658520,59031
60,2078475,119905
50,2595959,277262
40,5075727,401948
30,5231304,357445
20,5199887,295644
