RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.79,1.17,0:08.99,87,677958,5101,3477
90,7.93,1.49,0:09.49,1995,687403,214592,79237
80,7.90,1.81,0:09.79,2061,687340,439484,82711
70,7.81,2.92,0:10.80,5542,693736,833364,156305
60,7.84,4.08,0:11.98,17452,695708,1253674,250416
50,7.96,7.09,0:15.41,66794,773362,2024690,1048193
40,8.10,8.71,0:17.45,92419,885649,2633170,1917928
30,8.21,10.86,0:20.38,157291,999717,3380707,3039453
20,8.40,12.13,0:22.65,169489,1057645,4075276,3837444
10,8.59,13.88,0:25.26,184497,1186467,4653113,4767062
5,8.88,13.37,0:24.53,196788,1381353,4525659,4360957
