RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.28,0.18,0:04.47,0,104864,0,0
90,4.36,0.38,0:04.75,5609,109431,159537,77300
80,4.44,0.62,0:05.10,4135,109905,301399,265085
70,4.47,0.90,0:05.40,5045,111171,373900,357027
60,4.63,0.89,0:05.56,4556,113637,379350,384271
50,4.89,0.84,0:05.76,15422,130736,436750,421301
40,4.97,2.50,0:07.55,55311,268666,1094427,1038895
30,5.46,4.20,0:12.04,5682,1070510,2990216,3146760
20,5.58,4.63,0:12.99,6545,1104679,3187159,3378497
10,5.67,11.16,0:26.43,32009,2221004,6158979,7400613
5,6.21,7.69,0:25.60,4141,2524597,5785852,7425969
