RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.59,0.86,0:06.46,416,678515,1637,599
90,5.65,0.90,0:06.56,30,689368,80371,13828
80,5.67,0.97,0:06.65,311,698285,153872,17401
70,5.76,0.99,0:06.76,693,712374,197907,26927
60,5.80,1.28,0:07.09,12836,766905,297080,67821
50,5.82,1.55,0:07.39,5500,886115,365557,137704
40,5.85,1.88,0:07.74,5830,1002918,476261,287733
30,5.96,2.21,0:08.17,12998,1162215,578994,443342
20,6.02,2.42,0:08.45,5197,1257476,668534,581608
10,6.30,2.57,0:08.88,4695,1367643,712330,732308
5,7.08,2.64,0:09.72,6046,1437611,767005,802340
