RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.84,0.14,0:03.99,0,104760,0,0
90,3.92,0.50,0:04.42,21796,119417,39484,25291
80,3.72,1.10,0:04.83,47981,123100,74145,53386
70,3.69,1.27,0:04.97,62451,117897,74427,68975
60,3.61,1.46,0:05.08,74247,125570,84953,81842
50,3.74,1.62,0:05.37,81003,200610,128774,95203
40,4.07,2.88,0:07.04,126264,642150,379547,258206
30,4.20,5.24,0:09.78,219801,1087076,666177,721298
20,4.35,5.37,0:10.07,231972,1109034,688633,756254
10,4.41,10.71,0:15.99,451686,2160792,1264186,1318447
5,4.53,10.84,0:16.50,456541,2208415,1282664,1631041
