RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.27,0.84,0:03.12,1373,687596,174570,5378
90,2.14,2.31,0:04.46,135018,913778,565511,557166
80,2.17,2.44,0:04.61,155297,893498,565612,563053
70,2.25,2.26,0:04.52,135211,913590,565615,563050
60,2.18,2.36,0:04.55,141308,907496,565611,563038
50,2.43,2.37,0:04.80,176926,871878,565615,563061
40,2.44,3.00,0:05.45,288963,759847,565622,563067
30,2.36,2.20,0:04.57,132387,916426,565621,563067
20,2.41,2.26,0:04.67,151455,897360,565620,563052
10,2.51,2.13,0:04.64,143153,905661,565618,563059
5,2.55,3.45,0:06.01,372952,675864,565621,563065
