RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,689090,531302.4,215992.8,1373,10238.13,2.647,,,,,165283,7348.795,398.897,689090,20947.09,2005.343
100,1,1401,2068.893,2.410,,,,,,,,,,,1401,63.695,0.158
100,2,940,1384.765,3.005,4,29.127,0.315,,,,,26,5.495,0.802,940,36.341,0.004
100,3,1413,2048.116,3.235,,,,,,,,,,,1413,51.495,0.000
100,4,1319,1744.446,1.672,,,,,,,,,,,1319,60.626,0.184
90,0,1048721,1805934,3357909,135018,973913.1,61102.96,14,77784.85,2919438,,524945,20845.11,19948.92,1048721,34019.73,21076.16
90,1,679,989.481,4.623,,,,,,,,,,,679,25.599,0.000
90,2,533,785.424,3.698,4,33.325,10.546,,,,,16,1.751,0.078,533,19.247,0.000
90,3,2350,3166.767,8.767,,,,,,,,,,,2350,81.883,0.000
90,4,2439,3201.329,5.934,,,,,,,,,,,2439,100.744,0.359
80,0,1048720,1912127,27231072,155297,1087759,153245.0,20,111327.5,1143179,,525082,20243.71,2234.843,1048720,33182.02,176250.2
80,1,325,426.020,1.838,,,,,,,,,,,325,11.719,0.000
80,2,1569,2909.705,5.317,3,26.408,19.739,,,,,21,5.641,1.091,1569,69.036,0.015
80,3,2433,3395.802,8.478,,,,,,,,,,,2433,148.730,1.444
80,4,2067,2773.580,1.945,,,,,,,,,,,2067,91.471,0.135
70,0,1048726,1839720,608204445,135211,975719.2,50691.65,7,41083.60,258106.7,,526230,23853.73,4862.777,1048726,33312.93,633163.2
70,1,956,1283.838,2.565,,,,,,,,,,,956,34.827,0.000
70,2,264,394.475,4.427,2,18.080,0.672,,,,,25,6.382,1.168,264,11.139,0.000
70,3,110,138.037,0.417,,,,,,,,,,,110,3.603,0.000
70,4,2445,3419.390,8.399,,,,,,,,,,,2445,107.061,0.355
60,0,1048729,1867286,4243122,141308,1008096,223618.5,3,16854.77,136672.1,,524839,20360.86,6152.795,1048729,34137.79,4426.143
60,1,1764,2347.580,1.570,,,,,,,,,,,1764,65.628,0.000
60,2,1660,3084.313,5.765,3,22.541,1.326,,,,,30,6.542,0.906,1660,89.729,0.161
60,3,1480,2039.336,2.555,1,9.980,0.000,,,,,2,0.056,0.001,1480,54.747,0.000
60,4,2138,2972.075,42.588,,,,,,,,,,,2138,81.972,0.004
50,0,1048960,2022419,7108856,176926,1192529,181407.3,15,79809.06,2413563,,524733,18684.69,2290.728,1048960,33168.60,6505.296
50,1,852,1177.978,3.275,,,,,,,,,,,852,30.684,0.000
50,2,1729,3385.103,4.132,1,8.364,0.000,,,,,9,0.336,0.000,1729,79.701,0.020
50,3,3167,4136.596,14.791,3,22.425,4.572,,,,,24,0.888,0.000,3167,128.971,0.627
50,4,2195,2976.969,16.870,,,,,,,,,,,2195,97.634,1.056
40,0,1048961,2679716,3360346,288963,1857164,486283.8,7,44362.14,397490.0,,524647,18838.68,2961.958,1048961,34134.43,3424.550
40,1,989,1293.224,1.949,,,,,,,,,,,989,51.416,0.220
40,2,1214,1934.097,3.239,1,8.315,0.000,,,,,10,0.401,0.000,1214,49.879,0.005
40,3,350,466.583,1.723,,,,,,,,,,,350,12.523,0.000
40,4,2460,3643.554,9.771,,,,,,,,,,,2460,90.172,0.000
30,0,1048879,1792349,2648990,132389,940548.2,35514.82,2,10399.17,1580590,,524656,19014.30,3964.534,1048879,34229.48,4601.441
30,1,1377,1903.429,3.008,,,,,,,,,,,1377,52.041,0.000
30,2,109,180.035,3.703,2,14.281,2.144,,,,,10,0.367,0.000,109,4.868,0.012
30,3,576,715.898,2.277,,,,,,,,,,,576,25.144,0.000
30,4,454,587.408,0.942,,,,,,,,,,,454,17.837,0.000
20,0,1048818,1876634,1920222,151455,1024286,34345.89,,,,,524410,17570.35,1171.411,1048818,34246.50,2722.990
20,1,1807,2453.868,1.961,,,,,,,,,,,1807,64.064,0.000
20,2,1693,4176.563,6.880,2,15.230,4.124,,,,,15,6.191,2.081,1693,85.758,0.020
20,3,1910,2555.185,1.820,7,52.399,1.448,,,,,32,10.977,1.692,1910,66.907,0.000
20,4,1875,2471.090,1.577,,,,,,,,2,0.084,0.000,1875,71.858,0.000
10,0,1048739,1820609,5228937,143153,979677.7,83629.58,,,,,524430,17608.97,2796.037,1048739,35139.85,102646.6
10,1,1366,1792.623,1.840,,,,,,,,,,,1366,50.091,0.000
10,2,539,1268.310,72.640,5,48.176,41.681,,,,,30,12.171,3.689,539,26.349,0.007
10,3,617,935.436,4.140,3,24.608,6.187,,,,,8,0.398,0.000,617,24.044,0.000
10,4,3233,3988.515,41.035,,,,,,,,,,,3233,166.974,0.908
5,0,1049003,3136507,9109534,372952,2315209,1924514,,,,,524805,19178.44,11014.43,1049003,35371.52,14063.29
5,1,156,208.803,3.854,,,,,,,,,,,156,6.937,0.000
5,2,2114,3319.437,96.397,4,28.437,2.822,,,,,31,10.490,1.127,2114,98.901,3.281
5,3,3528,4825.764,7.323,,,,,,,,,,,3528,142.472,0.204
5,4,1922,2623.446,1.836,,,,,,,,,,,1922,70.571,0.000
