RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.48,6.24,0:08.76,229662,556904,1134035,1001605
90,2.84,2.97,0:08.06,8,753662,1370889,1122287
80,2.91,3.31,0:08.35,8,753930,1587212,1125713
70,3.13,3.63,0:08.83,16,749156,1806675,1129886
60,3.42,4.97,0:12.38,319,941862,2472679,2020532
50,3.41,5.79,0:13.68,325,988923,3107890,2245294
40,3.63,6.42,0:14.47,17,976952,3529801,2258071
30,3.74,6.45,0:14.58,17,976454,3836553,2259651
20,3.79,7.16,0:15.30,24,970830,4062223,2265711
10,3.95,7.40,0:15.71,24,977724,4280019,2267121
5,4.06,7.71,0:15.99,20,961116,4371698,2270293
