RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.84,0.14,0:03.99,0,104761,0,0
90,3.90,0.32,0:04.23,22476,122959,41427,25847
80,3.81,0.56,0:04.37,51073,123429,74199,56583
70,3.72,0.67,0:04.40,64331,116106,74770,70718
60,3.68,0.77,0:04.46,72362,147275,95413,79494
50,3.80,0.87,0:04.68,75994,248146,151017,92754
40,4.14,1.65,0:05.84,130941,714047,418129,260952
30,4.31,2.89,0:07.28,221903,1089618,669953,723797
20,4.36,2.99,0:07.43,229363,1116241,690750,753544
10,4.63,5.88,0:10.75,447768,2192028,1274992,1266896
5,4.80,5.86,0:11.01,458856,2206608,1282934,1631151
