RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,99189,73723.88,868.225,,,,,,,5998.880
100,1,938,1040.509,1.209,,,,,,,146.574
100,2,713,2172.393,1043.724,,,,,,,1571.174
100,3,1107,1414.761,1.679,,,,,,,
100,4,1241,1495.390,1.245,,,,,,,
90,0,113905,161779.5,59171.16,192,3315.990,115.458,2,103235.3,1080647916,24885.64
90,1,17047,109033.2,8750.317,15,102.753,1.019,1,76118.23,0.000,22697.82
90,2,16838,108691.6,684749.9,33,303.183,53.710,1,75560.90,0.000,22831.15
90,3,1123,1607.928,1.677,,,,,,,
90,4,1318,1585.060,0.365,,,,,,,
80,0,119417,171407.4,237840.1,74,996.288,91.853,4,171606.9,648088293,29380.36
80,1,24775,118889.1,10987.28,,,,1,83345.59,0.000,27938.69
80,2,21454,116079.7,46263.55,372,4120.567,71.274,1,82305.18,0.000,23792.50
80,3,481,865.734,7.066,31,230.368,7.051,,,,
80,4,1844,2338.267,1.531,,,,,,,
70,0,119718,173857.5,54032.60,99,1213.327,77.486,5,167904.7,111119818,30532.04
70,1,25249,124324.8,23523.97,78,690.757,24.078,1,23427.83,0.000,28193.74
70,2,21576,116542.1,19881.08,28,853.896,77.628,1,28266.34,0.000,25912.34
70,3,495,658.802,2.569,,,,,,,
70,4,1516,1868.036,1.046,,,,,,,
60,0,119664,180779.3,55390.45,67,668.298,59.942,7,129294.3,74582779,31796.02
60,1,25355,127309.5,15144.07,55,887.203,105.981,,,,29713.78
60,2,23505,119780.2,13919.88,6,121.970,380.431,,,,27648.45
60,3,1221,1685.960,1.124,,,,,,,
60,4,1057,1319.401,1.326,,,,,,,
50,0,123218,192299.5,65194.40,497,5445.294,85.231,6,115867.5,39703253,33125.51
50,1,27573,133904.6,1577518,204,1953.065,45.937,,,,31018.48
50,2,58096,177940.9,41260.43,3278,33451.50,275.965,,,,32825.79
50,3,1111,1517.365,1.585,11,87.870,2.983,,,,
50,4,813,1068.781,3.588,,,,,,,
40,0,433401,582263.0,665171.1,1835,22574.99,84.560,12,457742.7,221294534,154073.0
40,1,320253,499261.3,894259.2,1015,13155.41,87.369,9,379628.3,154511079,146082.2
40,2,312318,482629.0,542893.3,607,12314.04,125.913,7,306163.2,145632779,138061.9
40,3,1321,1945.135,1.453,,,,,,,
40,4,1769,1975.809,0.388,,,,,,,
30,0,536413,1162867,6557153,415,7514.696,130.994,34,1082846,87054630,312071.2
30,1,418343,1047592,1920918,254,4672.415,172.386,29,968971.9,73180976,296328.8
30,2,406593,1035031,1532624,245,4718.426,181.776,29,958176.5,52993685,290559.9
30,3,3354,3728.833,26.198,,,,,,,
30,4,3310,4126.262,5.965,,,,,,,
20,0,549955,1213453,3470380,965,14236.67,167.290,38,920695.6,36205586,325265.4
20,1,424545,1063076,1689569,714,9368.218,157.990,33,813459.2,24817020,298894.9
20,2,425426,1058775,5359099,792,10785.44,145.247,34,837152.0,19821091,300110.1
20,3,1140,1613.036,1.790,,,,,,,
20,4,619,811.044,1.635,,,,,,,
10,0,627033,1998743,3619687,44495,340810.3,21788.44,61,1456844,6375841,342734.4
10,1,502961,1861800,2642521,53459,397406.7,73676.45,58,1401256,7430747,319768.4
10,2,504296,1860767,32519468,50803,366671.6,26222.85,57,1386444,6779815,315358.5
10,3,767,831.269,2.262,,,,,,,
10,4,76,78.755,0.389,,,,,,,
5,0,557632,1898909,9790062,3730,35865.41,1307.389,12,161624.6,2670818,414759.0
5,1,430968,1745787,7676241,4030,36492.86,433.006,6,77894.48,4437632,387245.7
5,2,431716,1759423,4631800,4501,49256.74,891.712,5,64793.26,2094965,381502.8
5,3,1783,2543.897,2.110,9,73.063,2.803,,,,
5,4,1980,2429.363,1.646,,,,,,,
