RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.82,0.10,0:02.14,0,100521,0,0
90,3.95,0.29,0:02.35,563,140294,43621,41302
80,3.97,0.35,0:02.40,2529,152282,58486,53459
70,4.06,0.33,0:02.44,3583,162646,73627,64777
60,4.09,0.37,0:02.49,5613,172327,77837,74599
50,4.34,0.68,0:02.77,28693,209143,107844,103645
40,4.92,1.81,0:03.64,5438,1105030,548960,528918
30,4.85,2.43,0:03.97,4617,1351507,692996,742832
20,4.60,2.77,0:04.04,277,1380633,707334,773657
10,5.13,2.51,0:04.17,106,1382652,709342,776626
5,5.80,2.70,0:04.60,4431,1387379,715523,782425
