RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100770,0
90,149025,41386
80,159875,47914
70,184561,57587
60,173079,62798
50,241686,68513
40,1252683,149465
30,1507239,241144
20,1550589,261603
10,1556891,270015
5,1589107,270629
