RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.11,0:02.11,0,100521,-34782842,0
90,3.90,0.64,0:02.47,41375,107289,-34782842,45488
80,3.93,0.71,0:02.55,47903,111545,-34841507,52793
70,3.93,0.84,0:02.66,57568,126246,-34911357,64931
60,3.91,0.85,0:02.64,62787,109734,-34991599,69263
50,4.09,0.93,0:02.77,68503,170865,-35064767,86534
40,4.92,3.23,0:04.42,149453,1038072,-35172197,364826
30,5.12,4.83,0:05.57,241134,1103755,-35772068,756508
20,4.48,5.20,0:05.53,261588,1119051,-36460544,791721
10,4.67,5.19,0:05.66,270007,1112316,-37168312,798090
5,5.30,5.18,0:06.01,270624,1133094,-37877894,803600
