RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.95,0.13,0:01.61,0,100476,0,0
90,4.16,0.51,0:01.87,370,146844,50309,44597
80,4.06,0.66,0:01.92,311,160949,65459,53722
70,4.16,0.53,0:01.95,380,166404,70698,62858
60,4.19,0.49,0:01.93,115,168903,70956,68955
50,4.42,0.60,0:02.05,4824,204698,91687,77955
40,5.74,2.77,0:03.22,19651,1015135,510859,274441
30,4.87,7.14,0:04.56,7400,1376591,702911,747738
20,5.14,6.78,0:04.54,7534,1407773,720953,776669
10,4.78,11.21,0:06.57,190056,1510168,754157,923632
5,5.64,5.30,0:04.39,19834,1455889,735446,822338
