RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105355,0
90,147278,22527
80,177430,50464
70,188189,66823
60,225211,72436
50,345788,78110
40,817055,126792
30,1333251,214705
20,1375357,229715
10,2732819,653985
5,2765595,660923
