RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.92,0.17,0:06.09,0,105103,0,0
90,5.99,0.39,0:06.39,22506,124337,45750,24059
80,5.86,0.69,0:06.56,50451,126542,70250,52482
70,5.98,0.78,0:06.77,66793,120968,74502,68899
60,6.11,0.72,0:06.84,72420,152350,92724,74578
50,6.06,1.04,0:07.11,78093,265492,153611,109600
40,6.43,1.99,0:08.46,126781,682424,377972,260506
30,6.86,3.48,0:10.39,214693,1098796,633145,689158
20,6.75,3.79,0:10.60,229688,1121384,655047,717928
10,7.71,7.57,0:15.54,653972,1994895,1200399,1401809
5,7.65,7.88,0:15.81,660912,2009622,1210039,1543647
