RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.91,0.10,0:01.58,0,100476,0,0
90,3.98,0.64,0:01.80,40890,113691,65642,44463
80,4.01,0.69,0:01.85,49473,122265,74028,53572
70,4.06,0.70,0:01.89,58124,120812,77522,62716
60,4.08,0.72,0:01.88,63809,116332,76873,68790
50,4.28,0.80,0:01.98,72366,180926,114955,78413
40,5.52,3.39,0:03.29,333114,620867,475758,359749
30,4.72,6.25,0:04.05,685740,662936,689231,735819
20,4.63,6.53,0:04.16,717786,660863,708423,770059
10,4.90,6.72,0:04.33,724121,658893,710253,776829
5,6.09,10.20,0:06.61,1103893,857094,745822,969570
