RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100728,0
90,154915,40898
80,172076,49499
70,179271,58148
60,180485,63842
50,253636,72394
40,954381,333137
30,1349070,685763
20,1379044,717822
10,1383415,724152
5,2322451,1103940
