RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,1048857,1172131,2915413,17,154.717,17.532,6,87172.82,22994004,404162.0
30,1,1013,1285.552,2.252,,,,,,,
30,2,834,1157.279,3.343,,,,,,,
30,3,2893,3281.500,15.438,,,,,,,
30,4,1629,1943.182,1.771,,,,,,,
