RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.92,0.11,0:01.60,0,100476,0,0
90,4.13,0.28,0:01.78,1131,140352,44331,41762
80,4.18,0.35,0:01.83,2029,151102,57552,51969
70,4.13,0.41,0:01.85,2576,162353,73229,63895
60,4.18,0.42,0:01.87,3981,168561,74820,72180
50,4.80,0.73,0:02.18,27581,213874,109765,102309
40,5.23,2.10,0:02.82,6545,986659,490416,472878
30,5.25,3.21,0:03.26,8308,1342394,689140,736809
20,5.27,3.12,0:03.27,244,1376652,706465,768008
10,5.48,3.27,0:03.40,141,1382582,709350,775033
5,5.88,3.88,0:04.01,5691,1391930,719073,784751
