RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.11,0:03.88,0,104760,0,0
90,3.76,0.23,0:03.99,5159,121443,26654,16894
80,3.70,0.31,0:04.02,4239,156582,63318,54451
70,3.66,0.37,0:04.04,4789,172413,74481,72580
60,3.68,0.38,0:04.06,3968,177824,75345,78373
50,3.72,0.52,0:04.25,16481,197628,92720,92512
40,3.98,1.25,0:05.25,67366,424364,235109,224872
30,4.34,1.95,0:06.30,20207,1270506,651533,672930
20,4.43,2.05,0:06.50,32196,1295462,681420,741832
10,4.65,3.99,0:08.69,37778,2626117,1281434,1545815
5,4.74,3.93,0:08.70,36701,2629241,1282944,1613571
