RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.05,1.99,0:07.06,0,1446081,0,0
90,4.85,2.51,0:07.38,3324,1448824,225442,7972
80,4.94,3.01,0:07.98,3321,1448827,448969,13691
70,5.07,4.73,0:09.99,57883,1550912,985862,305315
60,5.26,8.31,0:14.27,170383,1996014,2004119,1032001
50,5.50,12.31,0:19.85,271936,2509371,3181331,2438806
40,5.54,33.65,0:45.15,422732,6054372,10103822,9020126
30,6.01,40.91,1:03.38,266142,7582615,15731777,14451382
20,5.80,43.41,1:15.68,128590,8692247,18708834,17486389
10,5.65,49.03,1:29.49,15260,10000525,22210233,20853827
5,5.63,51.83,1:31.80,65268,10255518,23317101,21828287
