RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.70,2.25,0:06.96,0,1445979,0,0
90,4.54,2.49,0:07.04,2401,1449468,196001,4694
80,4.77,2.47,0:07.25,2118,1453385,270172,5236
70,4.76,3.52,0:08.29,21735,1785834,553508,142408
60,5.05,5.65,0:10.72,184978,2214626,1028920,461635
50,5.31,10.82,0:16.27,766820,2456555,1538718,1134685
40,6.54,27.23,0:34.15,2243461,5193963,4391441,4178972
30,7.25,33.80,0:41.87,3043508,5780627,4757910,6750491
20,7.41,36.02,0:44.44,3144517,6805627,4944920,8340992
10,7.91,37.98,0:47.20,3297498,7881238,4996693,9911082
5,7.78,39.11,0:48.26,3402737,8325818,5002441,10501914
