RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.34,1.12,0:08.48,196,677968,3261,2267
90,7.44,1.20,0:08.69,41,689371,132410,52620
80,7.28,1.56,0:08.90,26,689371,288484,54916
70,7.30,1.93,0:09.27,103,689391,550270,93910
60,7.41,2.63,0:10.13,11042,702776,921856,265652
50,7.51,3.18,0:11.29,13534,749087,1361178,663816
40,7.65,3.79,0:12.15,12123,805743,1745937,1183657
30,7.86,4.18,0:13.33,30808,902632,2313366,1994801
20,8.11,4.17,0:14.25,1651,1006536,2704558,2424685
10,8.35,4.47,0:15.14,4846,1106538,2930179,2909445
5,8.40,5.96,0:15.91,32729,1234609,2993887,2700283
