RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.11,0:02.13,0,100521,0,0
90,3.97,0.40,0:02.41,276,147342,50758,45078
80,4.01,0.45,0:02.49,307,159927,65653,52871
70,4.02,0.44,0:02.52,97,166409,70690,62754
60,3.99,0.45,0:02.50,308,168468,70799,69015
50,4.21,0.56,0:02.66,5635,216164,97971,79481
40,4.84,2.04,0:03.72,4185,1245221,617845,265771
30,4.63,3.23,0:04.28,982,1364823,697468,753540
20,4.89,2.75,0:04.18,390,1381373,707915,772854
10,5.02,3.02,0:04.39,3504,1387263,711724,779924
5,5.66,2.95,0:04.67,4193,1388661,712437,780908
