RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.60,0.72,0:06.33,108,678671,1464,564
90,5.65,0.75,0:06.41,1587,687811,55591,13511
80,5.65,0.93,0:06.60,2105,690245,146733,15621
70,5.59,1.38,0:06.99,9824,705025,204872,33141
60,5.68,2.06,0:07.75,45744,733784,306760,77169
50,5.77,2.84,0:08.63,77116,816660,382734,152215
40,5.74,4.12,0:09.90,132529,890834,501022,309702
30,5.81,5.21,0:11.12,192403,976075,562044,471646
20,5.93,5.35,0:11.45,196000,1059554,670127,594420
10,6.12,6.09,0:12.50,246752,1126029,713088,757044
5,6.88,6.04,0:13.22,237828,1204775,771820,843363
