RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,,1922.268,3.081,,,,,,,,,,,1263,53.232,0.000,,,
100,1,527615,569083.6,318275.6,1462,40670.72,57.347,,,,64237.07,3019,107.697,0.005,527615,114399.3,61117.03,,,
100,2,631790,804659.6,2675529,10936,139434.1,3362.084,,,,82497.22,111869,17606.66,1716.946,631790,144365.9,316661.1,,,
100,3,530346,571959.2,729960.3,1622,46532.88,39.619,,,,65386.67,5789,,0.007,530346,116050.6,133956.4,,,
100,4,530258,593296.1,416247.3,2801,62759.94,222.638,,,,65025.27,5923,221.919,1.894,530258,115007.1,43300.85,,,
100,5,531210,604373.5,339788.6,2433,69533.21,99.572,,,,64075.35,6547,255.028,0.363,531210,114465.8,44045.70,,,
100,6,3425,3957.775,17.664,,,,,,,,,,,3425,159.305,0.149,,,
100,7,5046,6853.200,9.314,,,,155,127724.1,3269278,,,,,5046,218.807,0.342,,,
100,8,1982,2796.842,2.485,,,,,,,,,,,1982,89.863,0.001,,,
100,9,1980,2753.185,0.977,,,,,,,,,,,1980,83.713,0.000,,,
100,10,812,1130.766,,,,,,,,,,,,812,39.800,0.000,,,
100,11,444,651.320,1.203,,,,,,,,,,,444,22.087,0.001,,,
100,12,453,907.738,6.778,9,91.844,35.340,,,,,9,0.476,0.000,453,29.609,0.001,,,
100,13,383,539.461,0.616,,,,,,,,,,,383,21.320,0.002,,,
100,14,723,1216.396,0.719,,,,,,,,,,,723,48.003,0.000,,,
100,15,1,6.528,0.000,,,,,,,,,,,1,0.185,0.000,,,
100,16,1051,1621.862,5.501,17,141.780,15.213,,,,,17,0.727,0.000,1051,47.952,0.000,,,
100,17,3383,4663.696,6.717,,,,,,,,,,,3383,149.717,0.289,,,
