RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105013,0
90,127050,14323
80,168144,51256
70,181448,67100
60,194886,75667
50,249111,88774
40,754071,126844
30,1475913,222165
20,1522917,230626
10,3016161,461831
5,3090414,452988
