RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.47,0.12,0:03.59,0,100590,0,0
90,3.56,0.20,0:03.80,672,116172,43777,42940
80,3.50,0.35,0:03.88,3793,122486,59379,55046
70,3.51,0.41,0:03.96,4884,124151,74763,66822
60,3.51,0.47,0:04.02,7698,127463,79233,76759
50,3.64,0.93,0:04.61,32213,160500,110337,107483
40,3.83,1.65,0:05.55,15728,588847,550214,589887
30,3.91,1.75,0:05.83,1723,756652,707504,765144
20,3.96,1.66,0:05.80,34,764549,709365,776684
10,3.99,1.85,0:05.98,6587,764762,714913,783688
5,4.12,3.68,0:07.92,78712,818777,822744,1229083
