RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.46,0.97,0:03.44,161,592834,69342,1641
90,2.53,1.85,0:04.40,33246,753318,398266,266697
80,2.43,2.15,0:04.59,33236,753336,452104,267056
70,2.44,2.07,0:04.53,33194,753378,491573,267335
60,2.53,2.51,0:05.05,72695,922575,534084,477730
50,2.59,2.59,0:05.20,83920,964805,534567,527581
40,2.50,2.65,0:05.16,82104,966621,534606,531548
30,2.54,4.94,0:07.49,524303,524422,534604,531538
20,2.54,2.75,0:05.30,81897,966828,534607,531553
10,2.63,2.46,0:05.10,80701,968025,534596,531533
5,2.64,2.21,0:04.86,83309,965416,534608,531546
