RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.53,0.85,0:06.39,21,678132,812,558
90,5.66,0.79,0:06.46,31,689367,38915,11496
80,5.67,0.84,0:06.52,26,689375,81058,11303
70,5.63,1.02,0:06.66,69,698961,151392,23962
60,5.73,1.41,0:07.15,21921,741582,246317,83268
50,5.82,1.53,0:07.37,12083,832337,343554,162662
40,6.00,1.76,0:07.82,12149,972544,453655,303524
30,6.01,2.24,0:08.38,22656,1140456,560535,497771
20,6.21,2.09,0:08.50,2519,1224247,658079,584371
10,6.32,2.46,0:08.94,4711,1368044,710282,739346
5,6.90,2.79,0:09.82,5506,1446301,774757,809497
